name,address,notes
?$S240@?1??getClassMemoryPool@CostModifierUpgrade@@CAPAVMemoryPool@@XZ@4IA,0x00EF0554,pool-glue cascade static (back-solved)
?$S241@?1??getClassMemoryPool@ExperienceScalarUpgrade@@CAPAVMemoryPool@@XZ@4IA,0x00EF0564,pool-glue cascade static (back-solved)
?$S242@?1??getClassMemoryPool@MaxHealthUpgrade@@CAPAVMemoryPool@@XZ@4IA,0x00EF058C,pool-glue cascade static (back-solved)
?$S243@?1??getClassMemoryPool@LockWeaponCreate@@CAPAVMemoryPool@@XZ@4IA,0x00EEFB98,pool-glue cascade static (back-solved)
?$S244@?1??getClassMemoryPool@SupplyCenterCreate@@CAPAVMemoryPool@@XZ@4IA,0x00EEFBB0,pool-glue cascade static (back-solved)
?$S245@?1??getClassMemoryPool@SupplyWarehouseCreate@@CAPAVMemoryPool@@XZ@4IA,0x00EEFBB8,pool-glue cascade static (back-solved)
?$S247@?1??getClassMemoryPool@GrantUpgradeCreate@@CAPAVMemoryPool@@XZ@4IA,0x00EEFB90,pool-glue cascade static (back-solved)
?$S248@?1??getClassMemoryPool@PreorderCreate@@CAPAVMemoryPool@@XZ@4IA,0x00EEFBA0,pool-glue cascade static (back-solved)
?$S249@?1??getClassMemoryPool@SpecialPowerCreate@@CAPAVMemoryPool@@XZ@4IA,0x00EEFBA8,pool-glue cascade static (back-solved)
?$S252@?1??getClassMemoryPool@TransitionDamageFX@@CAPAVMemoryPool@@XZ@4IA,0x00EEFBF0,pool-glue cascade static (back-solved)
?$S253@?1??getClassMemoryPool@FireWeaponCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEF9CC,pool-glue cascade static (back-solved)
?$S254@?1??getClassMemoryPool@SquishCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEF9DC,pool-glue cascade static (back-solved)
?$S257@?1??getClassMemoryPool@HealCrateCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA0C,pool-glue cascade static (back-solved)
?$S258@?1??getClassMemoryPool@MoneyCrateCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA14,pool-glue cascade static (back-solved)
?$S267@?1??getClassMemoryPool@SalvageCrateCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA1C,pool-glue cascade static (back-solved)
?$S268@?1??getClassMemoryPool@ShroudCrateCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA24,pool-glue cascade static (back-solved)
?$S269@?1??getClassMemoryPool@UnitCrateCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA2C,pool-glue cascade static (back-solved)
?$S26@?1??getClassMemoryPool@InstantDeathBehavior@@CAPAVMemoryPool@@XZ@4IA,0x00EEF818,pool-glue cascade static (back-solved)
?$S270@?1??getClassMemoryPool@VeterancyCrateCollide@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA34,pool-glue cascade static (back-solved)
?$S271@?1??getClassMemoryPool@InactiveBody@@CAPAVMemoryPool@@XZ@4IA,0x00EEF98C,pool-glue cascade static (back-solved)
?$S272@?1??getClassMemoryPool@ActiveBody@@CAPAVMemoryPool@@XZ@4IA,0x00EEF92C,pool-glue cascade static (back-solved)
?$S273@?1??getClassMemoryPool@HighlanderBody@@CAPAVMemoryPool@@XZ@4IA,0x00EEF97C,pool-glue cascade static (back-solved)
?$S274@?1??getClassMemoryPool@ImmortalBody@@CAPAVMemoryPool@@XZ@4IA,0x00EEF984,pool-glue cascade static (back-solved)
?$S275@?1??getClassMemoryPool@StructureBody@@CAPAVMemoryPool@@XZ@4IA,0x00EEF9B4,pool-glue cascade static (back-solved)
?$S278@?1??getClassMemoryPool@CashHackSpecialPower@@CAPAVMemoryPool@@XZ@4IA,0x00EEFC58,pool-glue cascade static (back-solved)
?$S279@?1??getClassMemoryPool@DefectorSpecialPower@@CAPAVMemoryPool@@XZ@4IA,0x00EEFC78,pool-glue cascade static (back-solved)
?$S280@?1??getClassMemoryPool@OCLSpecialPower@@CAPAVMemoryPool@@XZ@4IA,0x00EEFCE8,pool-glue cascade static (back-solved)
?$S281@?1??getClassMemoryPool@SpecialAbility@@CAPAVMemoryPool@@XZ@4IA,0x00EF0054,pool-glue cascade static (back-solved)
?$S286@?1??getClassMemoryPool@AnimatedParticleSysBoneClientUpdate@@CAPAVMemoryPool@@XZ@4IA,0x00EF701C,pool-glue cascade static (back-solved)
?$S30@?1??getClassMemoryPool@OpenContain@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA64,pool-glue cascade static (back-solved)
?$S31@?1??getClassMemoryPool@CaveContain@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA3C,pool-glue cascade static (back-solved)
?$S33@?1??getClassMemoryPool@HealContain@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA5C,pool-glue cascade static (back-solved)
?$S34@?1??getClassMemoryPool@GarrisonContain@@CAPAVMemoryPool@@XZ@4IA,0x00EEFA54,pool-glue cascade static (back-solved)
?$S35@?1??getClassMemoryPool@TransportContain@@CAPAVMemoryPool@@XZ@4IA,0x00EEFAA8,pool-glue cascade static (back-solved)
?$S40@?1??getClassMemoryPool@TunnelContain@@CAPAVMemoryPool@@XZ@4IA,0x00EEFAB0,pool-glue cascade static (back-solved)
?$S46@?1??getClassMemoryPool@PropagandaTowerBehavior@@CAPAVMemoryPool@@XZ@4IA,0x00EEF838,pool-glue cascade static (back-solved)
?$S51@?1??getClassMemoryPool@FireWeaponWhenDamagedBehavior@@CAPAVMemoryPool@@XZ@4IA,0x00EEF7C8,pool-glue cascade static (back-solved)
?$S52@?1??getClassMemoryPool@FireWeaponWhenDeadBehavior@@CAPAVMemoryPool@@XZ@4IA,0x00EEF7D0,pool-glue cascade static (back-solved)
??$_Construct@U?$pair@UICoord2D@@UCoord3D@@@_STL@@U12@@_STL@@YAXPAU?$pair@UICoord2D@@UCoord3D@@@0@ABU10@@Z,0x0001BE23,pinharvest x1 (thunk)
??$_Construct@U?$pair@UICoord2D@@UCoord3D@@@_STL@@U12@@_STL@@YAXPAU?$pair@UICoord2D@@UCoord3D@@@0@ABU10@@Z,0x0002A400,pinharvest x1 (thunk)
??$_Construct@U?$pair@UICoord2D@@UCoord3D@@@_STL@@U12@@_STL@@YAXPAU?$pair@UICoord2D@@UCoord3D@@@0@ABU10@@Z,0x0002DE52,pinharvest x1 (thunk)
??$_Construct@U?$pair@UICoord2D@@UCoord3D@@@_STL@@U12@@_STL@@YAXPAU?$pair@UICoord2D@@UCoord3D@@@0@ABU10@@Z,0x00036C2D,pinharvest x1 (thunk)
??$_Construct@U?$pair@UICoord2D@@UCoord3D@@@_STL@@U12@@_STL@@YAXPAU?$pair@UICoord2D@@UCoord3D@@@0@ABU10@@Z,0x00037574,pinharvest x1 (thunk)
??$_Construct@U?$pair@UICoord2D@@UCoord3D@@@_STL@@U12@@_STL@@YAXPAU?$pair@UICoord2D@@UCoord3D@@@0@ABU10@@Z,0x0003D843,pinharvest x1 (thunk)
??$_Construct@U?$pair@W4ObjectID@@I@_STL@@U12@@_STL@@YAXPAU?$pair@W4ObjectID@@I@0@ABU10@@Z,0x00039F18,retail REL32 pin for ScriptActions ObjectID pair vector push_back
??$_Construct@U?$pair@W4ObjectID@@W41@@_STL@@U12@@_STL@@YAXPAU?$pair@W4ObjectID@@W41@@0@ABU10@@Z,0x0001FA1E,rel32 pin for exact-ambiguous landing
??$_Construct@UAnimSet@GenericObjectCreationNugget@@U12@@_STL@@YAXPAUAnimSet@GenericObjectCreationNugget@@ABU12@@Z,0x0000DDAF,resweep callee back-solved
??$_Construct@UEvaSideSounds@@U1@@_STL@@YAXPAUEvaSideSounds@@ABU1@@Z,0x0000E3BD,pinharvest x1 (thunk)
??$_Construct@UEvaSideSounds@@U1@@_STL@@YAXPAUEvaSideSounds@@ABU1@@Z,0x00012BED,pinharvest x1 (thunk)
??$_Construct@UEvaSideSounds@@U1@@_STL@@YAXPAUEvaSideSounds@@ABU1@@Z,0x0001476D,pinharvest x1 (thunk)
??$_Construct@UEvaSideSounds@@U1@@_STL@@YAXPAUEvaSideSounds@@ABU1@@Z,0x0001B275,pinharvest x1 (thunk)
??$_Construct@UEvaSideSounds@@U1@@_STL@@YAXPAUEvaSideSounds@@ABU1@@Z,0x000350A3,pinharvest x1 (thunk)
??$_Construct@UEvaSideSounds@@U1@@_STL@@YAXPAUEvaSideSounds@@ABU1@@Z,0x0004ACFA,pinharvest x1 (thunk)
??$_Construct@UHideShowSubObjInfo@ModelConditionInfo@@U12@@_STL@@YAXPAUHideShowSubObjInfo@ModelConditionInfo@@ABU12@@Z,0x0004A818,rel32 pin for exact-ambiguous landing
??$_Construct@UNugget@ModuleInfo@@U12@@_STL@@YAXPAUNugget@ModuleInfo@@ABU12@@Z,0x00006FD2,resweep callee back-solved
??$_Construct@UParticleSysBoneInfo@@U1@@_STL@@YAXPAUParticleSysBoneInfo@@ABU1@@Z,0x00039F18,retail REL32 pin for W3DModelDraw particle-system-bone vector push_back
??$_Construct@UPayload@DeliverPayloadNugget@@U12@@_STL@@YAXPAUPayload@DeliverPayloadNugget@@ABU12@@Z,0x00039F18,resweep callee back-solved
??$_Construct@UPrereqUnitRec@ProductionPrerequisite@@U12@@_STL@@YAXPAUPrereqUnitRec@ProductionPrerequisite@@ABU12@@Z,0x00028957,rel32 pin for exact-ambiguous landing
??$_Construct@UVideo@@U1@@_STL@@YAXPAUVideo@@ABU1@@Z,0x00030549,rel32 pin for exact-ambiguous landing
??$_Construct@UWeaponBarrelInfo@ModelConditionInfo@@U12@@_STL@@YAXPAUWeaponBarrelInfo@ModelConditionInfo@@ABU12@@Z,0x0003B7E6,ILT thunk used by call site
??$_Construct@VAsciiString@@V1@@_STL@@YAXPAVAsciiString@@ABV1@@Z,0x0004725D,resweep callee back-solved
??$_Construct@VGameResultsResponse@@V1@@_STL@@YAXPAVGameResultsResponse@@ABV1@@Z,0x0000DCE7
??$_Construct@VPingRequest@@V1@@_STL@@YAXPAVPingRequest@@ABV1@@Z,0x00049828
??$_Construct@VPingResponse@@V1@@_STL@@YAXPAVPingResponse@@ABV1@@Z,0x0003C9E8
??$_Construct@VProductionPrerequisite@@V1@@_STL@@YAXPAVProductionPrerequisite@@ABV1@@Z,0x0003AA26,resweep callee back-solved
??$_Construct@VW3DAnimationInfo@@V1@@_STL@@YAXPAVW3DAnimationInfo@@ABV1@@Z,0x00033AAA,ILT thunk used by call site
??$_Destroy@PAUHideShowSubObjInfo@ModelConditionInfo@@@_STL@@YAXPAUHideShowSubObjInfo@ModelConditionInfo@@0@Z,0x000413AD,ILT thunk used by call site
??$_Destroy@PAUNugget@ModuleInfo@@@_STL@@YAXPAUNugget@ModuleInfo@@0@Z,0x0004883D,resweep callee back-solved
??$_Destroy@PAUParticleSysBoneInfo@@@_STL@@YAXPAUParticleSysBoneInfo@@0@Z,0x0001C19D,pinharvest x1 (thunk)
??$_Destroy@PAUParticleSysBoneInfo@@@_STL@@YAXPAUParticleSysBoneInfo@@0@Z,0x0003C38A,pinharvest x1 (thunk)
??$_Destroy@PAUParticleSysBoneInfo@@@_STL@@YAXPAUParticleSysBoneInfo@@0@Z,0x000413AD,pinharvest x1 (thunk)
??$_Destroy@PAUPrereqUnitRec@ProductionPrerequisite@@@_STL@@YAXPAUPrereqUnitRec@ProductionPrerequisite@@0@Z,0x0000CBE4,resweep callee back-solved
??$_Destroy@PAVProductionPrerequisite@@@_STL@@YAXPAVProductionPrerequisite@@0@Z,0x00011D47
??$_Destroy@PAVW3DAnimationInfo@@@_STL@@YAXPAVW3DAnimationInfo@@0@Z,0x00001663,ILT thunk used by call site
??$_M_allocate_and_copy@PBQAVObject@@@?$vector@PAVObject@@V?$allocator@PAVObject@@@_STL@@@_STL@@IAEPAPAVObject@@IPBQAV2@0@Z,0x0004547B,ILT thunk -> 0x4a0140 (vector<Object*>::operator= callee)
??$_M_allocate_and_copy@PBUHideShowSubObjInfo@ModelConditionInfo@@@?$vector@UHideShowSubObjInfo@ModelConditionInfo@@V?$allocator@UHideShowSubObjInfo@ModelConditionInfo@@@_STL@@@_STL@@IAEPAUHideShowSubObjInfo@ModelConditionInfo@@IPBU23@0@Z,0x00030D69,ILT thunk used by call site
??$_M_allocate_and_copy@PBUICoord2D@@@?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@_STL@@IAEPAUICoord2D@@IPBU2@0@Z,0x009F5370,decoded from vector assign call site
??$_M_allocate_and_copy@PBUNugget@ModuleInfo@@@?$vector@UNugget@ModuleInfo@@V?$allocator@UNugget@ModuleInfo@@@_STL@@@_STL@@IAEPAUNugget@ModuleInfo@@IPBU23@0@Z,0x000313AE,resweep callee back-solved
??$_M_allocate_and_copy@PBUParticleSysBoneInfo@@@?$vector@UParticleSysBoneInfo@@V?$allocator@UParticleSysBoneInfo@@@_STL@@@_STL@@IAEPAUParticleSysBoneInfo@@IPBU2@0@Z,0x000286AA,pinharvest x1 (thunk)
??$_M_allocate_and_copy@PBUParticleSysBoneInfo@@@?$vector@UParticleSysBoneInfo@@V?$allocator@UParticleSysBoneInfo@@@_STL@@@_STL@@IAEPAUParticleSysBoneInfo@@IPBU2@0@Z,0x00030D69,pinharvest x1 (thunk)
??$_M_allocate_and_copy@PBUParticleSysBoneInfo@@@?$vector@UParticleSysBoneInfo@@V?$allocator@UParticleSysBoneInfo@@@_STL@@@_STL@@IAEPAUParticleSysBoneInfo@@IPBU2@0@Z,0x00033FB9,pinharvest x1 (thunk)
??$_M_allocate_and_copy@PBUPrereqUnitRec@ProductionPrerequisite@@@?$vector@UPrereqUnitRec@ProductionPrerequisite@@V?$allocator@UPrereqUnitRec@ProductionPrerequisite@@@_STL@@@_STL@@IAEPAUPrereqUnitRec@ProductionPrerequisite@@IPBU23@0@Z,0x00014470,resweep callee back-solved
??$_M_allocate_and_copy@PBVProductionPrerequisite@@@?$vector@VProductionPrerequisite@@V?$allocator@VProductionPrerequisite@@@_STL@@@_STL@@IAEPAVProductionPrerequisite@@IPBV2@0@Z,0x00014961
??$_M_allocate_and_copy@PBVW3DAnimationInfo@@@?$vector@VW3DAnimationInfo@@V?$allocator@VW3DAnimationInfo@@@_STL@@@_STL@@IAEPAVW3DAnimationInfo@@IPBV2@0@Z,0x0003D3C5,ILT thunk used by call site
??$_M_find@G@?$_Rb_tree@GU?$pair@$$CBGE@_STL@@U?$_Select1st@U?$pair@$$CBGE@_STL@@@2@U?$less@G@2@V?$allocator@U?$pair@$$CBGE@_STL@@@2@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBGE@_STL@@@1@ABG@Z,0x00003071
??$_M_find@U?$pair@W4NameKeyType@@W41@@_STL@@@?$_Rb_tree@U?$pair@W4NameKeyType@@W41@@_STL@@U?$pair@$$CBU?$pair@W4NameKeyType@@W41@@_STL@@PAVTeamPrototype@@@2@U?$_Select1st@U?$pair@$$CBU?$pair@W4NameKeyType@@W41@@_STL@@PAVTeamPrototype@@@_STL@@@2@U?$less@U?$pair@W4NameKeyType@@W41@@_STL@@@2@V?$allocator@U?$pair@$$CBU?$pair@W4NameKeyType@@W41@@_STL@@PAVTeamPrototype@@@_STL@@@2@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBU?$pair@W4NameKeyType@@W41@@_STL@@PAVTeamPrototype@@@_STL@@@1@ABU?$pair@W4NameKeyType@@W41@@1@@Z,0x000EE500,removeTeamPrototypeFromList pair-key find body
??$_M_find@V?$BitFlags@$0BB@@@@?$_Rb_tree@$$CBV?$BitFlags@$0BB@@@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@U?$_Select1st@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@@3@UMapHelper@?$SparseMatchFinder@VWeaponTemplateSet@@V?$BitFlags@$0BB@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@@3@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@@1@ABV?$BitFlags@$0BB@@@@Z,0x00042D1B,resweep callee back-solved
??$_M_find@V?$BitFlags@$0L@@@@?$_Rb_tree@$$CBV?$BitFlags@$0L@@@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@U?$_Select1st@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@3@UMapHelper@?$SparseMatchFinder@VArmorTemplateSet@@V?$BitFlags@$0L@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@3@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@1@ABV?$BitFlags@$0L@@@@Z,0x0000AE20,pinharvest x1 (thunk)
??$_M_find@V?$BitFlags@$0L@@@@?$_Rb_tree@$$CBV?$BitFlags@$0L@@@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@U?$_Select1st@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@3@UMapHelper@?$SparseMatchFinder@VArmorTemplateSet@@V?$BitFlags@$0L@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@3@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@1@ABV?$BitFlags@$0L@@@@Z,0x00042D1B,pinharvest x1 (thunk)
